GCA_000807975.1|L747_04235	GCA_000833405.1|N624_2101	GCA_002017995.1|LG101_04940	GCA_002117225.1|AZI09_07150	GCA_002117325.1|AZI10_07490	GCA_002117345.1|AZI11_05660	GCA_002117375.1|AZI12_05705	GCA_002532155.1|OJNHFJDN_02015	GCA_003184305.1|CCS05_05705	GCA_006228205.1|UCCLBBS124_1016	GCA_006228225.1|SAC12_1027	GCA_006228245.1|UCCLB556_0915	GCA_006228265.1|UCCLB95_0944	GCA_006228285.1|UCCLBBS449_1461	GCA_006228305.1|UCCLB521_0913	GCA_006538845.1|LBR02_04100	GCA_006538905.1|LBR03_06560	GCA_009741845.1|GII22_05300	GCA_015238595.1|GNY08_04930	GCA_020509325.1|IAX23_01750	GCA_020741515.1|K8V89_06970	GCA_021383565.1|KB236_03110	GCA_021384395.1|LL940_08405	GCA_021384405.1|LL937_11265	GCA_021384415.1|LLM24_11545	GCA_021384445.1|LL939_11805	GCA_021384495.1|LL934_11605	GCA_021384505.1|LL942_08215	GCA_021384515.1|LL938_11375	GCA_021384555.1|LL945_08350	GCA_021384565.1|LL941_11280	GCA_021384595.1|LL943_11540	GCA_021384615.1|LL936_07325	GCA_024330045.1|NMO39_01585	GCA_025194305.1|EFR96_09720	GCA_025194385.1|EFS16_10930	GCA_025194405.1|EFS18_01470	GCA_025194465.1|EFS17_11505	GCA_025194515.1|EFS12_04465	GCA_025194545.1|EFS11_10945	GCA_025447255.1|N7L94_05160	GCA_026410225.1|OSJ94_03145	GCA_026622905.1|HJNLGKMP_01941	GCA_026626025.1|ORR04_01230	GCA_030378305.1|QTN53_04925	GCA_039839865.1|ABGN26_01790	GCA_900116945.1|NDEPAJBD_00380	GCA_900116975.1|HKAJCJDL_01745	GCA_900116995.1|IKIEPMFM_00932	GCA_900117015.1|BBJIONDP_01706	GCA_900117025.1|PHHBCBHJ_02442	GCA_900117045.1|KIFFLEHN_00217	GCA_902386565.1|JIJAMNCH_00290	GCA_925279105.1|FBDNDNPJ_00628	GCF_001010995.1|AAX72_RS01410	GCF_001923045.1|ADT67_RS10745	GCA_023744035.1|NE295_08615	GCF_001636145.1|AWV73_RS04645
GCA_002117325.1|AZI10_05070	GCA_003184305.1|CCS05_08070	GCA_902386565.1|JIJAMNCH_02117	GCA_009741845.1|GII22_03815	GCA_025447255.1|N7L94_07835	GCF_001923045.1|ADT67_RS11940	GCA_021384555.1|LL945_04790	GCA_026622905.1|HJNLGKMP_02058	GCA_025194305.1|EFR96_05500	GCA_021384495.1|LL934_04820	GCA_900117025.1|PHHBCBHJ_00397	GCA_021384445.1|LL939_05390	GCA_900117015.1|BBJIONDP_00580	GCA_900116945.1|NDEPAJBD_00129	GCF_001010995.1|AAX72_RS10220	GCA_015238595.1|GNY08_07810	GCA_006538845.1|LBR02_13050	GCA_002117225.1|AZI09_04740	GCA_006228305.1|UCCLB521_1358	GCA_026626025.1|ORR04_03835	GCA_006228265.1|UCCLB95_1395	GCA_020509325.1|IAX23_10480	GCA_925279105.1|FBDNDNPJ_01059	GCA_021384515.1|LL938_05305	GCA_021384395.1|LL940_05165	GCA_002017995.1|LG101_07200	GCA_002532155.1|OJNHFJDN_01086	GCA_002117345.1|AZI11_08095	GCA_000807975.1|L747_06550	GCA_020741515.1|K8V89_02175	GCA_900117045.1|KIFFLEHN_02207	GCA_021384405.1|LL937_05285	GCA_025194405.1|EFS18_08700	GCA_900116975.1|HKAJCJDL_02648	GCA_006228225.1|SAC12_1568	GCA_026410225.1|OSJ94_00185	GCA_021384565.1|LL941_05290	GCA_030378305.1|QTN53_07620	GCA_006228245.1|UCCLB556_1433	GCA_006228205.1|UCCLBBS124_1615	GCA_021384415.1|LLM24_05135	GCA_025194545.1|EFS11_08335	GCA_025194385.1|EFS16_03550	GCA_021384505.1|LL942_04790	GCA_006228285.1|UCCLBBS449_0983	GCA_023744035.1|NE295_10845	GCA_020509325.1|IAX23_03355	GCA_039839865.1|ABGN26_04985	GCA_006538905.1|LBR03_02350	GCA_900116995.1|IKIEPMFM_02303	GCA_021384615.1|LL936_09005	GCA_025194515.1|EFS12_00015	GCA_000833405.1|N624_1561	GCA_021384595.1|LL943_04700
GCA_002017995.1|LG101_07170	GCA_030378305.1|QTN53_07590	GCA_006228245.1|UCCLB556_1427	GCA_025194305.1|EFR96_05470	GCF_001010995.1|AAX72_RS10250	GCA_002117345.1|AZI11_08035	GCA_021384615.1|LL936_08790	GCA_021384555.1|LL945_04850	GCA_020741515.1|K8V89_02145	GCA_925279105.1|FBDNDNPJ_01065	GCA_021384505.1|LL942_04850	GCA_003184305.1|CCS05_08040	GCA_006228225.1|SAC12_1562	GCA_900117015.1|BBJIONDP_00925	GCA_025194385.1|EFS16_03580	GCA_900116945.1|NDEPAJBD_00117	GCA_000833405.1|N624_0988	GCA_024330045.1|NMO39_09580	GCA_002532155.1|OJNHFJDN_01080	GCA_021384395.1|LL940_05105	GCA_902386565.1|JIJAMNCH_02123	GCA_021384595.1|LL943_04760	GCA_025194405.1|EFS18_08730	GCA_026410225.1|OSJ94_00215	GCA_020509325.1|IAX23_10510	GCA_009741845.1|GII22_03785	GCA_900116975.1|HKAJCJDL_01191	GCA_023744035.1|NE295_10780	GCA_025194465.1|EFS17_00050	GCA_039839865.1|ABGN26_04955	GCA_900117025.1|PHHBCBHJ_02341	GCA_015238595.1|GNY08_07780	GCA_021384415.1|LLM24_05195	GCA_000807975.1|L747_06485	GCA_025447255.1|N7L94_07775	GCA_021384515.1|LL938_05245	GCA_900117045.1|KIFFLEHN_01431	GCA_900116995.1|IKIEPMFM_02490	GCA_026622905.1|HJNLGKMP_01185	GCA_025194545.1|EFS11_11405	GCA_006538905.1|LBR03_02410	GCA_025194515.1|EFS12_00045	GCA_021384405.1|LL937_05225	GCA_006228305.1|UCCLB521_1352	GCA_021384495.1|LL934_04880	GCA_021384445.1|LL939_05450	GCA_006228265.1|UCCLB95_1383	GCA_006228205.1|UCCLBBS124_1603	GCA_002117325.1|AZI10_05100	GCA_026626025.1|ORR04_03805	GCF_001923045.1|ADT67_RS12145	GCA_020509325.1|IAX23_03325	GCA_021384565.1|LL941_05230	GCA_006538845.1|LBR02_12920
GCA_902386565.1|JIJAMNCH_00924	GCA_021384395.1|LL940_07075	GCA_002117375.1|AZI12_03370	GCA_006538905.1|LBR03_08730	GCA_900116945.1|NDEPAJBD_00444	GCA_925279105.1|FBDNDNPJ_00891	GCA_002532155.1|OJNHFJDN_01728	GCA_002117345.1|AZI11_03355	GCA_000807975.1|L747_02065	GCA_006228205.1|UCCLBBS124_0660	GCA_006228285.1|UCCLBBS449_0658	GCA_021384415.1|LLM24_06780	GCA_021384515.1|LL938_06475	GCA_025194545.1|EFS11_08655	GCA_006228225.1|SAC12_0593	GCA_026626025.1|ORR04_11390	GCA_026622905.1|HJNLGKMP_00904	GCA_021384505.1|LL942_06775	GCA_002117225.1|AZI09_09120	GCA_002017995.1|LG101_02905	GCA_025194305.1|EFR96_03050	GCA_025194515.1|EFS12_07355	GCA_030378305.1|QTN53_03025	GCA_021384405.1|LL937_06250	GCA_002117325.1|AZI10_09460	GCA_021384445.1|LL939_07215	GCA_021384595.1|LL943_06555	GCA_020741515.1|K8V89_02620	GCA_026626025.1|ORR04_11380	GCA_006538845.1|LBR02_07220	GCA_003184305.1|CCS05_03440	GCA_006228305.1|UCCLB521_0563	GCA_039839865.1|ABGN26_02290	GCA_900117045.1|KIFFLEHN_02263	GCA_021384615.1|LL936_06015	GCA_900116975.1|HKAJCJDL_02470	GCA_025194385.1|EFS16_12955	GCA_900116995.1|IKIEPMFM_01346	GCF_001010995.1|AAX72_RS04495	GCA_900117015.1|BBJIONDP_02077	GCA_020509325.1|IAX23_08180	GCA_026410225.1|OSJ94_05660	GCA_021384565.1|LL941_06255	GCA_900117025.1|PHHBCBHJ_01988	GCA_021384555.1|LL945_07015	GCA_006228265.1|UCCLB95_1693	GCA_021384495.1|LL934_06055	GCF_001923045.1|ADT67_RS00625	GCA_024330045.1|NMO39_03270	GCA_025194405.1|EFS18_07250	GCA_025194465.1|EFS17_11055	GCA_006228245.1|UCCLB556_0571	GCA_015238595.1|GNY08_02870	GCA_025447255.1|N7L94_03160
GCA_900116945.1|NDEPAJBD_00420	GCA_006228285.1|UCCLBBS449_2117	GCA_021384395.1|LL940_09795	GCA_900117015.1|BBJIONDP_00271	GCA_025194545.1|EFS11_00650	GCA_021384405.1|LL937_09110	GCA_021384495.1|LL934_09355	GCF_001010995.1|AAX72_RS08520	GCA_025194305.1|EFR96_06530	GCA_021384515.1|LL938_09320	GCA_006538845.1|LBR02_18010	GCA_900117045.1|KIFFLEHN_02635	GCA_021384555.1|LL945_09620	GCA_021384445.1|LL939_09965	GCA_030378305.1|QTN53_10080	GCA_021384565.1|LL941_09120	GCA_003184305.1|CCS05_10360	GCA_015238595.1|GNY08_10180	GCA_900116995.1|IKIEPMFM_02753	GCA_002117325.1|AZI10_02035	GCA_006228245.1|UCCLB556_1865	GCA_900117025.1|PHHBCBHJ_02198	GCA_021384505.1|LL942_09480	GCA_025194465.1|EFS17_02915	GCA_002117345.1|AZI11_10895	GCA_006228205.1|UCCLBBS124_2084	GCA_039839865.1|ABGN26_09270	GCA_009741845.1|GII22_11485	GCA_000807975.1|L747_11540	GCA_002532155.1|OJNHFJDN_01199	GCA_000833405.1|N624_2546	GCA_021384415.1|LLM24_09625	GCA_026626025.1|ORR04_10415	GCA_020741515.1|K8V89_10565	GCA_024330045.1|NMO39_02620	GCA_021384615.1|LL936_09350	GCA_020509325.1|IAX23_08555	GCA_900116975.1|HKAJCJDL_00712	GCA_021384595.1|LL943_09495	GCA_025447255.1|N7L94_10285	GCF_001923045.1|ADT67_RS07810	GCA_006538905.1|LBR03_10490	GCA_025194405.1|EFS18_03105	GCA_002017995.1|LG101_09630	GCA_006228225.1|SAC12_2044	GCA_023744035.1|NE295_02200	GCA_025194385.1|EFS16_09085	GCA_902386565.1|JIJAMNCH_01767	GCA_925279105.1|FBDNDNPJ_02322	GCA_026622905.1|HJNLGKMP_00475	GCA_026410225.1|OSJ94_09825	GCA_000833405.1|N624_2545	GCA_025194515.1|EFS12_00405	GCA_006228305.1|UCCLB521_1802
GCA_021384395.1|LL940_04400	GCA_021384495.1|LL934_03665	GCA_006228245.1|UCCLB556_2044	GCA_021384565.1|LL941_04105	GCA_025194515.1|EFS12_05775	GCA_021384445.1|LL939_04520	GCA_025447255.1|N7L94_10940	GCA_021384615.1|LL936_03715	GCA_002532155.1|OJNHFJDN_00202	GCA_006228265.1|UCCLB95_2112	GCA_925279105.1|FBDNDNPJ_01297	GCA_002117325.1|AZI10_01290	GCA_026626025.1|ORR04_09750	GCA_021384405.1|LL937_04050	GCA_002117345.1|AZI11_11660	GCA_021384505.1|LL942_04190	GCA_015238595.1|GNY08_10830	GCA_025194545.1|EFS11_03695	GCA_021384555.1|LL945_04130	GCA_025194465.1|EFS17_05245	GCA_009741845.1|GII22_07175	GCA_006538845.1|LBR02_01810	GCA_006228205.1|UCCLBBS124_2254	GCA_024330045.1|NMO39_04235	GCA_006228305.1|UCCLB521_1938	GCA_002532155.1|OJNHFJDN_00203	GCA_000833405.1|N624_0087	GCA_900117015.1|BBJIONDP_01995	GCA_021384515.1|LL938_04065	GCA_030378305.1|QTN53_10760	GCF_001923045.1|ADT67_RS02180	GCA_025194305.1|EFR96_07125	GCA_020741515.1|K8V89_06440	GCA_900117045.1|KIFFLEHN_01396	GCA_900116975.1|HKAJCJDL_02160	GCA_026410225.1|OSJ94_08610	GCA_021384595.1|LL943_03395	GCA_026622905.1|HJNLGKMP_01582	GCA_006228225.1|SAC12_2177	GCA_900117025.1|PHHBCBHJ_02429	GCA_902386565.1|JIJAMNCH_01978	GCA_006538905.1|LBR03_15540	GCA_021384415.1|LLM24_04065	GCA_025194385.1|EFS16_04855	GCA_002017995.1|LG101_10265	GCA_025194405.1|EFS18_00335	GCA_020509325.1|IAX23_09305	GCA_000807975.1|L747_12345	GCA_900116945.1|NDEPAJBD_00739	GCA_900116995.1|IKIEPMFM_00474	GCA_006228285.1|UCCLBBS449_2253	GCF_001010995.1|AAX72_RS09550	GCA_023744035.1|NE295_02820	GCA_039839865.1|ABGN26_03330
GCA_026626025.1|ORR04_09880	GCA_024330045.1|NMO39_04120	GCA_021384415.1|LLM24_04165	GCA_025194515.1|EFS12_05875	GCA_021384595.1|LL943_03290	GCA_900116975.1|HKAJCJDL_00056	GCA_006228305.1|UCCLB521_1908	GCA_002017995.1|LG101_10165	GCA_025194385.1|EFS16_04755	GCA_003184305.1|CCS05_10955	GCA_002117325.1|AZI10_01410	GCA_006228285.1|UCCLBBS449_2224	GCA_900117025.1|PHHBCBHJ_01722	GCA_020741515.1|K8V89_06335	GCF_001010995.1|AAX72_RS05065	GCA_025194305.1|EFR96_07005	GCA_021384565.1|LL941_04005	GCA_026410225.1|OSJ94_12860	GCA_002117225.1|AZI09_01420	GCA_000833405.1|N624_2663	GCA_006228225.1|SAC12_2151	GCA_021384515.1|LL938_04165	GCA_021384445.1|LL939_04620	GCA_006228245.1|UCCLB556_2018	GCA_006538845.1|LBR02_01590	GCA_925279105.1|FBDNDNPJ_01271	GCA_039839865.1|ABGN26_03450	GCA_000807975.1|L747_12210	GCA_006228265.1|UCCLB95_2091	GCA_902386565.1|JIJAMNCH_01044	GCA_002532155.1|OJNHFJDN_01293	GCF_001923045.1|ADT67_RS04805	GCA_900116995.1|IKIEPMFM_02489	GCA_015238595.1|GNY08_10730	GCA_021384395.1|LL940_04300	GCA_006228205.1|UCCLBBS124_2232	GCA_021384495.1|LL934_03765	GCA_900116945.1|NDEPAJBD_00717	GCA_025194465.1|EFS17_10355	GCA_025447255.1|N7L94_10845	GCA_025194405.1|EFS18_09525	GCA_021384405.1|LL937_04150	GCA_030378305.1|QTN53_10620	GCA_006538905.1|LBR03_15310	GCA_900117045.1|KIFFLEHN_01175	GCA_023744035.1|NE295_02720	GCA_021384505.1|LL942_04090	GCA_021384615.1|LL936_03815	GCA_900117015.1|BBJIONDP_01527	GCA_026622905.1|HJNLGKMP_00417	GCA_006538905.1|LBR03_15320	GCA_021384555.1|LL945_04230	GCA_020509325.1|IAX23_09205	GCA_002117345.1|AZI11_11530
GCF_001923045.1|ADT67_RS03000	GCA_020509325.1|IAX23_12100	GCA_021384395.1|LL940_02865	GCA_900116945.1|NDEPAJBD_02014	GCA_900117025.1|PHHBCBHJ_00809	GCA_026626025.1|ORR04_02390	GCA_020741515.1|K8V89_08370	GCA_021384505.1|LL942_02660	GCA_021384555.1|LL945_02660	GCA_000833405.1|N624_1817	GCA_026410225.1|OSJ94_12800	GCA_025194305.1|EFR96_01205	GCA_925279105.1|FBDNDNPJ_01999	GCA_006228265.1|UCCLB95_1167	GCA_025194385.1|EFS16_09665	GCA_900117015.1|BBJIONDP_00852	GCA_021384515.1|LL938_01945	GCA_025194465.1|EFS17_11790	GCA_021384565.1|LL941_01935	GCA_006538905.1|LBR03_04520	GCA_006538845.1|LBR02_08740	GCF_001010995.1|AAX72_RS06840	GCA_006228205.1|UCCLBBS124_1284	GCA_002017995.1|LG101_06105	GCA_021384445.1|LL939_02495	GCA_025194515.1|EFS12_11865	GCA_021384405.1|LL937_01965	GCA_002117345.1|AZI11_06970	GCA_003184305.1|CCS05_06945	GCA_900116975.1|HKAJCJDL_01319	GCA_025194545.1|EFS11_10780	GCA_009741845.1|GII22_09960	GCA_021384415.1|LLM24_01940	GCA_026622905.1|HJNLGKMP_00587	GCA_039839865.1|ABGN26_05545	GCA_021384495.1|LL934_02895	GCA_026410225.1|OSJ94_12830	GCA_006228225.1|SAC12_1257	GCA_025194405.1|EFS18_04105	GCA_006228245.1|UCCLB556_1146	GCA_021384595.1|LL943_01655	GCA_021384615.1|LL936_01460	GCA_006228285.1|UCCLBBS449_1219	GCA_025447255.1|N7L94_06420	GCA_900117045.1|KIFFLEHN_00414	GCA_900116995.1|IKIEPMFM_01432	GCA_023744035.1|NE295_09735	GCA_030378305.1|QTN53_06100	GCA_006228305.1|UCCLB521_1140	GCA_000807975.1|L747_05375	GCA_902386565.1|JIJAMNCH_01412	GCA_015238595.1|GNY08_06100	GCA_024330045.1|NMO39_01040	GCA_002532155.1|OJNHFJDN_02319
GCA_002117375.1|AZI12_12215	GCA_021384615.1|LL936_10975	GCA_900117025.1|PHHBCBHJ_00730	GCA_006228305.1|UCCLB521_2033	GCF_001923045.1|ADT67_RS05945	GCA_900117015.1|BBJIONDP_01916	GCA_025194465.1|EFS17_01245	GCA_900117045.1|KIFFLEHN_00135	GCA_025194385.1|EFS16_05225	GCA_000833405.1|N624_0214	GCA_006538905.1|LBR03_12800	GCA_900116995.1|IKIEPMFM_01235	GCA_025194545.1|EFS11_03590	GCA_021384515.1|LL938_06230	GCA_021384445.1|LL939_07080	GCA_020509325.1|IAX23_07135	GCA_006228205.1|UCCLBBS124_2433	GCA_015238595.1|GNY08_11315	GCA_002117345.1|AZI11_12185	GCA_025447255.1|N7L94_11535	GCA_006228225.1|SAC12_2268	GCA_000807975.1|L747_12850	GCA_021384495.1|LL934_06855	GCA_006228245.1|UCCLB556_2138	GCA_006538845.1|LBR02_19880	GCA_021384395.1|LL940_06920	GCA_030378305.1|QTN53_11255	GCA_902386565.1|JIJAMNCH_00871	GCA_002017995.1|LG101_10735	GCA_002117325.1|AZI10_00810	GCA_025194515.1|EFS12_02280	GCA_023744035.1|NE295_03285	GCA_002532155.1|OJNHFJDN_00532	GCA_039839865.1|ABGN26_02865	GCA_900116945.1|NDEPAJBD_02332	GCA_026622905.1|HJNLGKMP_01038	GCA_003184305.1|CCS05_11545	GCA_026410225.1|OSJ94_07700	GCF_001010995.1|AAX72_RS04245	GCA_006228265.1|UCCLB95_2221	GCA_021384415.1|LLM24_06540	GCA_025194405.1|EFS18_05180	GCA_020741515.1|K8V89_00485	GCA_021384505.1|LL942_06640	GCA_021384405.1|LL937_06100	GCA_900116975.1|HKAJCJDL_00898	GCA_026626025.1|ORR04_09235	GCA_020509325.1|IAX23_10145	GCA_021384565.1|LL941_06105	GCA_021384555.1|LL945_06775	GCA_024330045.1|NMO39_09695	GCA_006228285.1|UCCLBBS449_2364	GCA_002117225.1|AZI09_00815	GCA_021384595.1|LL943_06405
GCA_006228245.1|UCCLB556_1432	GCA_006228305.1|UCCLB521_1357	GCA_902386565.1|JIJAMNCH_02118	GCA_023744035.1|NE295_10840	GCA_021384615.1|LL936_09000	GCA_006538845.1|LBR02_13040	GCA_021384445.1|LL939_05395	GCA_025194465.1|EFS17_00075	GCA_900116975.1|HKAJCJDL_02649	GCA_039839865.1|ABGN26_04980	GCA_002017995.1|LG101_07195	GCA_006228285.1|UCCLBBS449_0984	GCA_900116945.1|NDEPAJBD_00128	GCA_020509325.1|IAX23_10485	GCA_025447255.1|N7L94_07830	GCA_025194515.1|EFS12_00020	GCA_021384415.1|LLM24_05140	GCA_003184305.1|CCS05_08065	GCA_020741515.1|K8V89_02170	GCA_900116995.1|IKIEPMFM_02304	GCA_002117225.1|AZI09_04745	GCA_015238595.1|GNY08_07805	GCA_006228265.1|UCCLB95_1394	GCF_001010995.1|AAX72_RS10225	GCA_900117045.1|KIFFLEHN_02208	GCA_021384595.1|LL943_04705	GCA_002532155.1|OJNHFJDN_01085	GCA_026410225.1|OSJ94_00190	GCA_020509325.1|IAX23_03350	GCA_006228225.1|SAC12_1567	GCA_002117325.1|AZI10_05075	GCA_002117345.1|AZI11_08090	GCA_021384395.1|LL940_05160	GCA_925279105.1|FBDNDNPJ_01060	GCA_025194305.1|EFR96_05495	GCA_021384495.1|LL934_04825	GCA_021384555.1|LL945_04795	GCA_025194385.1|EFS16_03555	GCA_024330045.1|NMO39_09605	GCA_021384515.1|LL938_05300	GCA_900117025.1|PHHBCBHJ_00398	GCF_001923045.1|ADT67_RS11935	GCA_021384405.1|LL937_05280	GCA_026622905.1|HJNLGKMP_02057	GCA_026626025.1|ORR04_03830	GCA_025194545.1|EFS11_08330	GCA_021384505.1|LL942_04795	GCA_030378305.1|QTN53_07615	GCA_006228205.1|UCCLBBS124_1614	GCA_900117015.1|BBJIONDP_00581	GCA_000807975.1|L747_06545	GCA_025194405.1|EFS18_08705	GCA_006538905.1|LBR03_02360	GCA_021384565.1|LL941_05285
GCA_021384595.1|LL943_00695	GCA_021384495.1|LL934_02260	GCA_025194405.1|EFS18_02200	GCA_039839865.1|ABGN26_09920	GCA_024330045.1|NMO39_11835	GCA_003184305.1|CCS05_08340	GCA_015238595.1|GNY08_08085	GCA_002117345.1|AZI11_08695	GCA_900116975.1|HKAJCJDL_00187	GCA_025194305.1|EFR96_00330	GCA_021384415.1|LLM24_00670	GCA_900116995.1|IKIEPMFM_01679	GCA_006228285.1|UCCLBBS449_1687	GCA_900117045.1|KIFFLEHN_00344	GCA_900117015.1|BBJIONDP_00674	GCA_021384555.1|LL945_05105	GCA_006228205.1|UCCLBBS124_1653	GCF_001923045.1|ADT67_RS06320	GCA_025194515.1|EFS12_09450	GCA_002532155.1|OJNHFJDN_02241	GCA_006228305.1|UCCLB521_1397	GCA_006228225.1|SAC12_1609	GCF_001010995.1|AAX72_RS03320	GCA_021384565.1|LL941_00670	GCA_006228225.1|SAC12_1610	GCA_023744035.1|NE295_00180	GCA_000833405.1|N624_1398	GCA_006228245.1|UCCLB556_1471	GCA_902386565.1|JIJAMNCH_00685	GCA_021384395.1|LL940_05250	GCA_021384445.1|LL939_01945	GCA_009741845.1|GII22_09110	GCA_002117225.1|AZI09_04125	GCA_000807975.1|L747_06765	GCA_006538845.1|LBR02_10990	GCA_025194385.1|EFS16_01970	GCA_002017995.1|LG101_07475	GCA_006538905.1|LBR03_11490	GCA_900116945.1|NDEPAJBD_01555	GCA_006228265.1|UCCLB95_0734	GCA_025194545.1|EFS11_08250	GCA_025447255.1|N7L94_08105	GCA_900117025.1|PHHBCBHJ_00356	GCA_020509325.1|IAX23_02350	GCA_020741515.1|K8V89_04905	GCA_026622905.1|HJNLGKMP_01450	GCA_030378305.1|QTN53_07900	GCA_021384615.1|LL936_08230	GCA_026410225.1|OSJ94_05005	GCA_021384505.1|LL942_05105	GCA_025194465.1|EFS17_09785	GCA_021384405.1|LL937_00995	GCA_925279105.1|FBDNDNPJ_01797	GCA_021384515.1|LL938_01000
GCA_039839865.1|ABGN26_10515	GCA_025194515.1|EFS12_01370	GCA_021384615.1|LL936_04320	GCA_020509325.1|IAX23_00765	GCF_001010995.1|AAX72_RS05145	GCA_025194465.1|EFS17_01115	GCA_021384555.1|LL945_03095	GCA_900117015.1|BBJIONDP_00088	GCA_021384495.1|LL934_10625	GCA_025194385.1|EFS16_01535	GCA_025447255.1|N7L94_00170	GCA_000807975.1|L747_01510	GCA_003184305.1|CCS05_00175	GCA_006228285.1|UCCLBBS449_0034	GCA_021384395.1|LL940_03020	GCA_002117375.1|AZI12_00180	GCA_006228225.1|SAC12_0032	GCA_902386565.1|JIJAMNCH_01062	GCA_000833405.1|N624_0407	GCA_925279105.1|FBDNDNPJ_01690	GCA_900117025.1|PHHBCBHJ_02141	GCA_021384445.1|LL939_03385	GCA_002117345.1|AZI11_00180	GCA_006228265.1|UCCLB95_0043	GCA_006228305.1|UCCLB521_0033	GCA_026622905.1|HJNLGKMP_01536	GCA_021384415.1|LLM24_02810	GCF_001923045.1|ADT67_RS04170	GCA_030378305.1|QTN53_00175	GCA_024330045.1|NMO39_00505	GCA_015238595.1|GNY08_00170	GCA_006228205.1|UCCLBBS124_0034	GCA_021384515.1|LL938_02535	GCA_023744035.1|NE295_04045	GCA_025194405.1|EFS18_04465	GCA_006538905.1|LBR03_11690	GCA_025194545.1|EFS11_01045	GCA_900117045.1|KIFFLEHN_01253	GCA_900116975.1|HKAJCJDL_02062	GCA_900116945.1|NDEPAJBD_01233	GCA_021384505.1|LL942_03095	GCA_021384405.1|LL937_02525	GCA_009741845.1|GII22_08240	GCA_021384595.1|LL943_02090	GCA_020509325.1|IAX23_01290	GCA_006228245.1|UCCLB556_0032	GCA_900116995.1|IKIEPMFM_01737	GCA_025194305.1|EFR96_00765	GCA_002017995.1|LG101_00110	GCA_006538845.1|LBR02_19990	GCA_021384565.1|LL941_02525	GCA_020741515.1|K8V89_01395	GCA_026410225.1|OSJ94_02795	GCA_026626025.1|ORR04_08545
GCA_021384595.1|LL943_02435	GCA_900116995.1|IKIEPMFM_02520	GCA_009741845.1|GII22_04540	GCA_006228205.1|UCCLBBS124_0336	GCA_025194465.1|EFS17_05855	GCA_026410225.1|OSJ94_07285	GCA_003184305.1|CCS05_01830	GCA_025194305.1|EFR96_01815	GCA_021384565.1|LL941_03155	GCA_006228305.1|UCCLB521_0261	GCA_925279105.1|FBDNDNPJ_00425	GCA_026622905.1|HJNLGKMP_00171	GCA_025194405.1|EFS18_11970	GCA_021384615.1|LL936_00890	GCA_015238595.1|GNY08_01280	GCA_000807975.1|L747_09840	GCA_006538845.1|LBR02_12520	GCA_006228245.1|UCCLB556_0270	GCA_900116945.1|NDEPAJBD_00223	GCA_900117015.1|BBJIONDP_02436	GCA_021384505.1|LL942_01030	GCA_006538905.1|LBR03_01480	GCA_021384405.1|LL937_03155	GCA_002117225.1|AZI09_10720	GCA_021384555.1|LL945_01015	GCA_026626025.1|ORR04_07280	GCA_021384395.1|LL940_01650	GCA_030378305.1|QTN53_01390	GCA_002532155.1|OJNHFJDN_02408	GCF_001010995.1|AAX72_RS09280	GCA_023744035.1|NE295_05225	GCA_020741515.1|K8V89_03880	GCA_002017995.1|LG101_01280	GCF_001923045.1|ADT67_RS03390	GCA_025194385.1|EFS16_08480	GCA_025194515.1|EFS12_05655	GCA_002117345.1|AZI11_01620	GCA_021384445.1|LL939_03415	GCA_039839865.1|ABGN26_00930	GCA_900117045.1|KIFFLEHN_00508	GCA_900116975.1|HKAJCJDL_00553	GCA_006228265.1|UCCLB95_0281	GCA_000833405.1|N624_0762	GCA_025447255.1|N7L94_01500	GCA_021384415.1|LLM24_03410	GCA_021384515.1|LL938_03165	GCA_025194545.1|EFS11_02105	GCA_020509325.1|IAX23_06175	GCA_000833405.1|N624_0761	GCA_902386565.1|JIJAMNCH_01922	GCA_006228285.1|UCCLBBS449_0327	GCA_021384495.1|LL934_01065	GCA_006228225.1|SAC12_0274	GCA_900117025.1|PHHBCBHJ_01511
